username,name,product_url,main_category,sub_category,product_category,price,sku,image_url
deciem,Hylamide - Subq Eyes,http://deciem.com/product/subq-eyes-15ml,,,,35.0,subq-eyes-15ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/subq-eyes-15ml.png?v=ebe733d01b4024c516ef50fdff9407bf
deciem,Hylamide - Activated Serum,http://deciem.com/product/whiterx-activated-serum-30ml,,,,43.0,whiterx-activated-serum-30ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/whiterx-activated-serum-30ml.png?v=1e98d21b5b3e017d43f502e8bc20628f
deciem,NIOD - Ethylated L-Ascorbic Acid 30% Network,http://deciem.com/product/ethylated-l-ascorbic-acid-30pct-network-30ml,,,,42.0,ethylated-l-ascorbic-acid-30pct-network-30ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/ethylated-l-ascorbic-acid-30pct-network-30ml.png?v=3d05f0be602bd01804db22a0914ac42b
deciem,NIOD - Fractionated Eye-Contour Concentrate,http://deciem.com/product/fractionated-eye-contour-concentrate-15ml,,,,68.0,fractionated-eye-contour-concentrate-15ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/fractionated-eye-contour-concentrate-15ml.png?v=e0b515a5da7a1c5f96c94a066f8566de
deciem,NIOD - Multi-Molecular Hyaluronic Complex,http://deciem.com/product/multi-molecular-hyaluronic-complex-15ml,,,,35.0,multi-molecular-hyaluronic-complex-15ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/multi-molecular-hyaluronic-complex-15ml.png?v=87a07c399b087090bf93bb2b43de2716
deciem,NIOD - Non-acid Acid Precursor 15%,http://deciem.com/product/nid-non-acid-acid-precursor-15-30ml,,,,55.0,nid-non-acid-acid-precursor-15-30ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/nid-non-acid-acid-precursor-15-30ml.png?v=b7e5fadbba4f93ef1c9cb07fb44eeae5
deciem,NIOD - RE: Pigment,http://deciem.com/product/nid-re-pigment-15ml,,,,39.0,nid-re-pigment-15ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/nid-re-pigment-15ml.png?v=f9a00dd236eb1e752bd14c2d094d2707
deciem,NIOD - Copper Amino Isolate Serum 2:1,http://deciem.com/product/nid-copper-amino-isolate-serum-21-15ml,,,,60.0,nid-copper-amino-isolate-serum-21-15ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/nid-copper-amino-isolate-serum-21-15ml.png?v=571031aea730e45ee9dcef06978c3cdf
deciem,NIOD - Copper Amino Isolate Lipd 5:3,http://deciem.com/product/nid-copper-amino-isolate-lipid-53-15ml,,,,,nid-copper-amino-isolate-lipid-53-15ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/nid-copper-amino-isolate-lipid-53-15ml.png?v=3bfd39c7e93bc2d57e9b9321b58275a9
deciem,The Ordinary - “Buffet”,http://deciem.com/product/rdn-buffet-30ml,,,,14.8,rdn-buffet-30ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/rdn-buffet-30ml.png?v=b8ca50b3c2312f07dab5661d26576cb5
deciem,The Ordinary - 100% Cold-Pressed Virgin Marula Oil,http://deciem.com/product/rdn-100pct-cold-pressed-virgin-marula-oil-30ml,,,,9.9,rdn-100pct-cold-pressed-virgin-marula-oil-30ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/rdn-100pct-cold-pressed-virgin-marula-oil-30ml.png?v=a7dff9cc8b34e28f18438b0987fa62b5
deciem,The Ordinary - 100% Organic Cold-Pressed Moroccan Argan Oil,http://deciem.com/product/rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30ml,,,,6.8,rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30ml.png?v=513bf468a7d4155f72420d5a72823b04
deciem,The Ordinary - 100% Organic Cold-Pressed Rose Hip Seed Oil,http://deciem.com/product/rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml,,,,9.8,rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml.png?v=44c594f75ec8459ca5f59a37dd200ea9
deciem,The Ordinary - Granactive Retinoid 2% Emulsion,http://deciem.com/product/rdn-advanced-retinoid-2pct-30ml,,,,9.8,rdn-advanced-retinoid-2pct-30ml,http://b42e5e58a46be85c9a8d-a86d2521f1af8989841b9619f5314be5.r29.cf1.rackcdn.com/products/market-img/rdn-advanced-retinoid-2pct-30ml.png?v=3a51470e5aa2b001290bd8d0ac75dd44
